street_address,zip,row,cleaned_address,is_intersection,stnum1,stnum2,stdir,stname,sttype,full_address,lat,long,matched_address,geocoder,m_is_intersection,m_street,m_stnum1,m_stnum2,m_stdir,m_stname,m_sttype,m_zip
115 E CARVER PLZ,60653,133622,115 E CARVER PLZ,FALSE,115,115,E,CARVER,PLZ,"115 E CARVER PLZ, CHICAGO IL 60653",41.826993,-87.623921,"115 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,115 E CARVER PLAZA,115,115,E,CARVER PLAZA,,60653
1303 W WESTGATE TER,60607,138805,1303 W WESTGATE TER,FALSE,1303,1303,W,WESTGATE,TER,"1303 W WESTGATE TER, CHICAGO IL 60607",41.8733861,-87.6595891,"1303 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1303 W WESTGATE TERRACE,1303,1303,W,WESTGATE TERRACE,,60607
1455-60 N SANDBURG TER,60610,146419,1455-60 N SANDBURG TER,FALSE,1455,1460,N,SANDBURG,TER,"1455-60 N SANDBURG TER, CHICAGO IL 60610",41.908848,-87.631939,"1455 N SANDBURG TERRACE, CHICAGO, IL, 60610",Bing,FALSE,1455 N SANDBURG TERRACE,1455,1455,N,SANDBURG TERRACE,,60610
1253 W WESTGATE TER,60607,216880,1253 W WESTGATE TER,FALSE,1253,1253,W,WESTGATE,TER,"1253 W WESTGATE TER, CHICAGO IL 60607",41.873613,-87.659073,"1253 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1253 W WESTGATE TERRACE,1253,1253,W,WESTGATE TERRACE,,60607
1257-59 W WESTGATE TER,60607,260120,1257-59 W WESTGATE TER,FALSE,1257,1259,W,WESTGATE,TER,"1257-59 W WESTGATE TER, CHICAGO IL 60607",41.8737182,-87.6589965,"1257 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1257 W WESTGATE TERRACE,1257,1257,W,WESTGATE TERRACE,,60607
1301 W WESTGATE TER,60607,260121,1301 W WESTGATE TER,FALSE,1301,1301,W,WESTGATE,TER,"1301 W WESTGATE TER, CHICAGO IL 60607",41.8733247,-87.6595868,"1301 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1301 W WESTGATE TERRACE,1301,1301,W,WESTGATE TERRACE,,60607
1305 W WESTGATE TER,60607,264353,1305 W WESTGATE TER,FALSE,1305,1305,W,WESTGATE,TER,"1305 W WESTGATE TER, CHICAGO IL 60607",41.8734496,-87.6595918,"1305 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1305 W WESTGATE TERRACE,1305,1305,W,WESTGATE TERRACE,,60607
1307 W WESTGATE TER,60607,264354,1307 W WESTGATE TER,FALSE,1307,1307,W,WESTGATE,TER,"1307 W WESTGATE TER, CHICAGO IL 60607",41.8735093,-87.6595943,"1307 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1307 W WESTGATE TERRACE,1307,1307,W,WESTGATE TERRACE,,60607
77 E CARVER PLZ,60653,269995,77 E CARVER PLZ,FALSE,77,77,E,CARVER,PLZ,"77 E CARVER PLZ, CHICAGO IL 60653",41.826996,-87.624153,"77 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,77 E CARVER PLAZA,77,77,E,CARVER PLAZA,,60653
1312 W WESTGATE TER,60607,270767,1312 W WESTGATE TER,FALSE,1312,1312,W,WESTGATE,TER,"1312 W WESTGATE TER, CHICAGO IL 60607",41.8738419,-87.6600987,"1312 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1312 W WESTGATE TERRACE,1312,1312,W,WESTGATE TERRACE,,60607
65 E CARVER PLZ,60653,286585,65 E CARVER PLZ,FALSE,65,65,E,CARVER,PLZ,"65 E CARVER PLZ, CHICAGO IL 60653",41.826996,-87.624226,"65 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,65 E CARVER PLAZA,65,65,E,CARVER PLAZA,,60653
1250 W WESTGATE TER,60607,287190,1250 W WESTGATE TER,FALSE,1250,1250,W,WESTGATE,TER,"1250 W WESTGATE TER, CHICAGO IL 60607",41.8739998,-87.6587828,"1250 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1250 W WESTGATE TERRACE,1250,1250,W,WESTGATE TERRACE,,60607
1254 W WESTGATE TER,60607,287191,1254 W WESTGATE TER,FALSE,1254,1254,W,WESTGATE,TER,"1254 W WESTGATE TER, CHICAGO IL 60607",41.8740182,-87.6588527,"1254 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1254 W WESTGATE TERRACE,1254,1254,W,WESTGATE TERRACE,,60607
1266 W WESTGATE TER,60607,287192,1266 W WESTGATE TER,FALSE,1266,1266,W,WESTGATE,TER,"1266 W WESTGATE TER, CHICAGO IL 60607",41.8738094,-87.6595015,"1266 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1266 W WESTGATE TERRACE,1266,1266,W,WESTGATE TERRACE,,60607
1267 W WESTGATE TER,60607,287193,1267 W WESTGATE TER,FALSE,1267,1267,W,WESTGATE,TER,"1267 W WESTGATE TER, CHICAGO IL 60607",41.8733864,-87.6589209,"1267 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1267 W WESTGATE TERRACE,1267,1267,W,WESTGATE TERRACE,,60607
1269 W WESTGATE TER,60607,287194,1269 W WESTGATE TER,FALSE,1269,1269,W,WESTGATE,TER,"1269 W WESTGATE TER, CHICAGO IL 60607",41.8733912,-87.6590046,"1269 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1269 W WESTGATE TERRACE,1269,1269,W,WESTGATE TERRACE,,60607
1273 W WESTGATE TER,60607,287195,1273 W WESTGATE TER,FALSE,1273,1273,W,WESTGATE,TER,"1273 W WESTGATE TER, CHICAGO IL 60607",41.8733919,-87.6591615,"1273 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1273 W WESTGATE TERRACE,1273,1273,W,WESTGATE TERRACE,,60607
1275 W WESTGATE TER,60607,287196,1275 W WESTGATE TER,FALSE,1275,1275,W,WESTGATE,TER,"1275 W WESTGATE TER, CHICAGO IL 60607",41.8733788,-87.6592327,"1275 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1275 W WESTGATE TERRACE,1275,1275,W,WESTGATE TERRACE,,60607
1311 W WESTGATE TER,60607,287197,1311 W WESTGATE TER,FALSE,1311,1311,W,WESTGATE,TER,"1311 W WESTGATE TER, CHICAGO IL 60607",41.8736126,-87.6599007,"1311 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1311 W WESTGATE TERRACE,1311,1311,W,WESTGATE TERRACE,,60607
1313 W WESTGATE TER,60607,287198,1313 W WESTGATE TER,FALSE,1313,1313,W,WESTGATE,TER,"1313 W WESTGATE TER, CHICAGO IL 60607",41.873598200000004,-87.6599672,"1313 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1313 W WESTGATE TERRACE,1313,1313,W,WESTGATE TERRACE,,60607
1317 W WESTGATE TER,60607,287199,1317 W WESTGATE TER,FALSE,1317,1317,W,WESTGATE,TER,"1317 W WESTGATE TER, CHICAGO IL 60607",41.873601,-87.6600989,"1317 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1317 W WESTGATE TERRACE,1317,1317,W,WESTGATE TERRACE,,60607
1243 W WESTGATE TER,60607,287200,1243 W WESTGATE TER,FALSE,1243,1243,W,WESTGATE,TER,"1243 W WESTGATE TER, CHICAGO IL 60607",41.8733436,-87.6586506,"1243 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1243 W WESTGATE TERRACE,1243,1243,W,WESTGATE TERRACE,,60607
1247 W WESTGATE TER,60607,287201,1247 W WESTGATE TER,FALSE,1247,1247,W,WESTGATE,TER,"1247 W WESTGATE TER, CHICAGO IL 60607",41.8734581,-87.6586537,"1247 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1247 W WESTGATE TERRACE,1247,1247,W,WESTGATE TERRACE,,60607
1244 W WESTGATE TER,60607,287202,1244 W WESTGATE TER,FALSE,1244,1244,W,WESTGATE,TER,"1244 W WESTGATE TER, CHICAGO IL 60607",41.8738741,-87.6585715,"1244 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1244 W WESTGATE TERRACE,1244,1244,W,WESTGATE TERRACE,,60607
