row,full_address,is_intersection,stnum1,stnum2,stdir,stname,sttype,zip,geocoder,lat,long,geoid,m_is_intersection,m_stnum1,m_stnum2,m_stdir,m_stname,m_zip
146767,"10140 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10140,10140,S,CALIFORNIA,AVE,60642,Census Bureau,41.708821371196,-87.691656035038,17031821900,FALSE,10140,10140,S,CALIFORNIA, 60805
146768,"10146 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10146,10146,S,CALIFORNIA,AVE,60642,Census Bureau,41.708753271912,-87.691653802282,17031821900,FALSE,10146,10146,S,CALIFORNIA, 60805
146769,"10150 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10150,10150,S,CALIFORNIA,AVE,60642,Census Bureau,41.70870787239,-87.691652313778,17031821900,FALSE,10150,10150,S,CALIFORNIA, 60805
146770,"10154 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10154,10154,S,CALIFORNIA,AVE,60642,Census Bureau,41.708662472868,-87.691650825273,17031821900,FALSE,10154,10154,S,CALIFORNIA, 60805
146771,"10158 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10158,10158,S,CALIFORNIA,AVE,60642,Census Bureau,41.708617073346,-87.691649336769,17031821900,FALSE,10158,10158,S,CALIFORNIA, 60805
146772,"10204 S CALIFORNIA AVE, CHICAGO IL 60655",FALSE,10204,10204,S,CALIFORNIA,AVE,60655,Census Bureau,41.707944289118,-87.691625905728,17031821900,FALSE,10204,10204,S,CALIFORNIA, 60805
146773,"10208 S CALIFORNIA AVE, CHICAGO IL 60655",FALSE,10208,10208,S,CALIFORNIA,AVE,60655,Census Bureau,41.707841798669,-87.691622839706,17031821900,FALSE,10208,10208,S,CALIFORNIA, 60805
146774,"10212 S CALIFORNIA AVE, CHICAGO IL 60655",FALSE,10212,10212,S,CALIFORNIA,AVE,60655,Census Bureau,41.70773824836,-87.691620207081,17031821900,FALSE,10212,10212,S,CALIFORNIA, 60805
146775,"10214 S CALIFORNIA AVE, CHICAGO IL 60655",FALSE,10214,10214,S,CALIFORNIA,AVE,60655,Census Bureau,41.707686473205,-87.691618890769,17031821900,FALSE,10214,10214,S,CALIFORNIA, 60805
146776,"10218 S CALIFORNIA AVE, CHICAGO IL 60655",FALSE,10218,10218,S,CALIFORNIA,AVE,60655,Census Bureau,41.707582922896,-87.691616258145,17031821900,FALSE,10218,10218,S,CALIFORNIA, 60805
146777,"10222 S CALIFORNIA AVE, CHICAGO IL 60655",FALSE,10222,10222,S,CALIFORNIA,AVE,60655,Census Bureau,41.707479372587,-87.69161362552,17031821900,FALSE,10222,10222,S,CALIFORNIA, 60805
148117,"7501 W FOSTER AVE, CHICAGO IL 60656",FALSE,7501,7501,W,FOSTER,AVE,60656,Census Bureau,41.974294064685,-87.814529823998,17031770901,FALSE,7501,7501,W,FOSTER, 60706
148118,"7515 W FOSTER AVE, CHICAGO IL 60656",FALSE,7515,7515,W,FOSTER,AVE,60656,Census Bureau,41.974275245964,-87.815214966001,17031770901,FALSE,7515,7515,W,FOSTER, 60706
148119,"7527 W FOSTER AVE, CHICAGO IL 60656",FALSE,7527,7527,W,FOSTER,AVE,60656,Census Bureau,41.974256985461,-87.815787464764,17031770901,FALSE,7527,7527,W,FOSTER, 60706
148120,"6755 N IONIA AVE, CHICAGO IL 60646",FALSE,6755,6755,N,IONIA,AVE,60646,Census Bureau,42.003484067756,-87.765975875895,17031807800,FALSE,6755,6755,N,IONIA, 60646
148121,"6769 N IONIA AVE, CHICAGO IL 60646",FALSE,6769,6769,N,IONIA,AVE,60646,Census Bureau,42.003745106533,-87.766542504452,17031807800,FALSE,6769,6769,N,IONIA, 60646
148122,"6787 N IONIA AVE, CHICAGO IL 60646",FALSE,6787,6787,N,IONIA,AVE,60646,Census Bureau,42.004088166395,-87.767262915087,17031807800,FALSE,6787,6787,N,IONIA, 60646
148123,"6793 N IONIA AVE, CHICAGO IL 60646",FALSE,6793,6793,N,IONIA,AVE,60646,Census Bureau,42.004203469537,-87.767504510921,17031807800,FALSE,6793,6793,N,IONIA, 60646
148124,"6797 N IONIA AVE, CHICAGO IL 60646",FALSE,6797,6797,N,IONIA,AVE,60646,Census Bureau,42.00427876942,-87.767665867765,17031807800,FALSE,6797,6797,N,IONIA, 60646
148125,"4500 N NARRAGANSETT AVE, CHICAGO IL 60630",FALSE,4500,4500,N,NARRAGANSETT,AVE,60630,Census Bureau,41.963455114846,-87.786934176351,17031810600,FALSE,4500,4500,N,NARRAGANSETT, 60630
148126,"4514 N NARRAGANSETT AVE, CHICAGO IL 60630",FALSE,4514,4514,N,NARRAGANSETT,AVE,60630,Census Bureau,41.963638067337,-87.78687225015,17031810600,FALSE,4514,4514,N,NARRAGANSETT, 60630
219175,"W 125TH ST & S HALSTED, CHICAGO IL 60628",TRUE,,,,,,60628,Census Bureau,41.666896183343,-87.641548767616,17031821402,TRUE,,,W,125TH ST & S HALSTED, 60628
219882,"4700-04 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4700,4704,S,LARAMIE,AVE,60638,Census Bureau,41.807453537328,-87.753004274907,17031820800,FALSE,4700,4700,S,LARAMIE, 60638
219883,"4716 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4716,4716,S,LARAMIE,AVE,60638,Census Bureau,41.806946281361,-87.753001420883,17031820800,FALSE,4716,4716,S,LARAMIE, 60638
219884,"4732 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4732,4732,S,LARAMIE,AVE,60638,Census Bureau,41.806708512904,-87.752996689517,17031820800,FALSE,4732,4732,S,LARAMIE, 60638
219885,"4734 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4734,4734,S,LARAMIE,AVE,60638,Census Bureau,41.806678663811,-87.7529961565,17031820800,FALSE,4734,4734,S,LARAMIE, 60638
219886,"4752 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4752,4752,S,LARAMIE,AVE,60638,Census Bureau,41.806409330023,-87.752986620055,17031820800,FALSE,4752,4752,S,LARAMIE, 60638
219887,"4754 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4754,4754,S,LARAMIE,AVE,60638,Census Bureau,41.806379488858,-87.752985554303,17031820800,FALSE,4754,4754,S,LARAMIE, 60638
219888,"4808 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4808,4808,S,LARAMIE,AVE,60638,Census Bureau,41.80546852603,-87.752957166878,17031820800,FALSE,4808,4808,S,LARAMIE, 60638
219889,"4906 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4906,4906,S,LARAMIE,AVE,60638,Census Bureau,41.803676462971,-87.752908975003,17031820800,FALSE,4906,4906,S,LARAMIE, 60638
219890,"4910 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4910,4910,S,LARAMIE,AVE,60638,Census Bureau,41.803606577185,-87.752906354293,17031820800,FALSE,4910,4910,S,LARAMIE, 60638
219891,"4912 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4912,4912,S,LARAMIE,AVE,60638,Census Bureau,41.803571634292,-87.752905043938,17031820800,FALSE,4912,4912,S,LARAMIE, 60638
219892,"4924 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4924,4924,S,LARAMIE,AVE,60638,Census Bureau,41.803362501905,-87.752898702975,17031820800,FALSE,4924,4924,S,LARAMIE, 60638
219893,"4926 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4926,4926,S,LARAMIE,AVE,60638,Census Bureau,41.803327551234,-87.752897843536,17031820800,FALSE,4926,4926,S,LARAMIE, 60638
219894,"4932 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4932,4932,S,LARAMIE,AVE,60638,Census Bureau,41.80322269922,-87.752895265219,17031820800,FALSE,4932,4932,S,LARAMIE, 60638
219895,"5018 S LARAMIE AVE, CHICAGO IL 60638",FALSE,5018,5018,S,LARAMIE,AVE,60638,Census Bureau,41.801724586662,-87.752853880715,17031820800,FALSE,5018,5018,S,LARAMIE, 60638
219896,"5206 W 51ST ST, CHICAGO IL 60638",FALSE,5206,5206,W,51ST,ST,60638,Census Bureau,41.800240853328,-87.75308915699,17031820800,FALSE,5206,5206,W,51ST, 60638
219897,"5212 W 51ST ST, CHICAGO IL 60638",FALSE,5212,5212,W,51ST,ST,60638,Census Bureau,41.800232534215,-87.753426081784,17031820800,FALSE,5212,5212,W,51ST, 60638
219898,"5214 W 51ST ST, CHICAGO IL 60638",FALSE,5214,5214,W,51ST,ST,60638,Census Bureau,41.800229705627,-87.753540639861,17031820800,FALSE,5214,5214,W,51ST, 60638
219899,"5232 W 51ST ST, CHICAGO IL 60638",FALSE,5232,5232,W,51ST,ST,60638,Census Bureau,41.800225221998,-87.754212728162,17031820800,FALSE,5232,5232,W,51ST, 60638
219900,"5234 W 51ST ST, CHICAGO IL 60638",FALSE,5234,5234,W,51ST,ST,60638,Census Bureau,41.800224360206,-87.754247630835,17031820800,FALSE,5234,5234,W,51ST, 60638
219901,"5238 W 51ST ST, CHICAGO IL 60638",FALSE,5238,5238,W,51ST,ST,60638,Census Bureau,41.800222636621,-87.754317436183,17031820800,FALSE,5238,5238,W,51ST, 60638
219902,"5254 W 51ST ST, CHICAGO IL 60638",FALSE,5254,5254,W,51ST,ST,60638,Census Bureau,41.800213626781,-87.754683737764,17031820800,FALSE,5254,5254,W,51ST, 60638
219903,"5304 W 51ST ST, CHICAGO IL 60638",FALSE,5304,5304,W,51ST,ST,60638,Census Bureau,41.80019846243,-87.755438212745,17031820800,FALSE,5304,5304,W,51ST, 60638
219904,"5316 W 51ST ST, CHICAGO IL 60638",FALSE,5316,5316,W,51ST,ST,60638,Census Bureau,41.800192766281,-87.756019356276,17031820800,FALSE,5316,5316,W,51ST, 60638
219905,"5360 W 51ST ST, CHICAGO IL 60638",FALSE,5360,5360,W,51ST,ST,60638,Census Bureau,41.800174420036,-87.757263219684,17031820800,FALSE,5360,5360,W,51ST, 60638
219906,"5312 W 51ST ST, CHICAGO IL 60638",FALSE,5312,5312,W,51ST,ST,60638,Census Bureau,41.800196509887,-87.755869611732,17031820800,FALSE,5312,5312,W,51ST, 60638
219908,"3653 W 116TH PL, CHICAGO IL 60655",FALSE,3653,3653,W,116TH,PL,60655,Census Bureau,41.681310205954,-87.711889520419,17031823304,FALSE,3653,3653,W,116TH, 60803
219909,"11533 S HOMAN AVE, CHICAGO IL 60803",FALSE,11533,11533,S,HOMAN,AVE,60803,Census Bureau,41.682957690716,-87.705291165452,17031823304,FALSE,11533,11533,S,HOMAN, 60803
219910,"9936 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,9936,9936,S,CALIFORNIA,AVE,60642,Census Bureau,41.712602873408,-87.69177662562,17031821900,FALSE,9936,9936,S,CALIFORNIA, 60805
219911,"10006 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10006,10006,S,CALIFORNIA,AVE,60642,Census Bureau,41.711551672404,-87.691746140734,17031821900,FALSE,10006,10006,S,CALIFORNIA, 60805
219912,"10024 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10024,10024,S,CALIFORNIA,AVE,60642,Census Bureau,41.711126350066,-87.691731963367,17031821900,FALSE,10024,10024,S,CALIFORNIA, 60805
219913,"10030 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10030,10030,S,CALIFORNIA,AVE,60642,Census Bureau,41.710984977376,-87.691727602498,17031821900,FALSE,10030,10030,S,CALIFORNIA, 60805
219914,"10036 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10036,10036,S,CALIFORNIA,AVE,60642,Census Bureau,41.710774785623,-87.691721083523,17031821900,FALSE,10036,10036,S,CALIFORNIA, 60805
219915,"10048 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10048,10048,S,CALIFORNIA,AVE,60642,Census Bureau,41.710621773632,-87.691713943119,17031821900,FALSE,10048,10048,S,CALIFORNIA, 60805
219916,"10054 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10054,10054,S,CALIFORNIA,AVE,60642,Census Bureau,41.710544887998,-87.691711380273,17031821900,FALSE,10054,10054,S,CALIFORNIA, 60805
219917,"10066 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10066,10066,S,CALIFORNIA,AVE,60642,Census Bureau,41.710391116729,-87.69170625458,17031821900,FALSE,10066,10066,S,CALIFORNIA, 60805
219918,"10100 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10100,10100,S,CALIFORNIA,AVE,60642,Census Bureau,41.709866823864,-87.691691053231,17031821900,FALSE,10100,10100,S,CALIFORNIA, 60805
219919,"10104 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10104,10104,S,CALIFORNIA,AVE,60642,Census Bureau,41.709744593521,-87.691687997485,17031821900,FALSE,10104,10104,S,CALIFORNIA, 60805
219920,"10108 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10108,10108,S,CALIFORNIA,AVE,60642,Census Bureau,41.7096220456,-87.691683984382,17031821900,FALSE,10108,10108,S,CALIFORNIA, 60805
219921,"10114 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10114,10114,S,CALIFORNIA,AVE,60642,Census Bureau,41.709438723063,-87.691677973826,17031821900,FALSE,10114,10114,S,CALIFORNIA, 60805
219922,"10122 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10122,10122,S,CALIFORNIA,AVE,60642,Census Bureau,41.709194625775,-87.691669972478,17031821900,FALSE,10122,10122,S,CALIFORNIA, 60805
219923,"10200 S CALIFORNIA AVE, CHICAGO IL 60655",FALSE,10200,10200,S,CALIFORNIA,AVE,60655,Census Bureau,41.708047786,-87.691631080561,17031821900,FALSE,10200,10200,S,CALIFORNIA, 60805
219924,"10226 S CALIFORNIA AVE, CHICAGO IL 60655",FALSE,10226,10226,S,CALIFORNIA,AVE,60655,Census Bureau,41.707375269538,-87.691610723403,17031821900,FALSE,10226,10226,S,CALIFORNIA, 60805
225075,"1914 N HARLEM AVE, CHICAGO IL 60707",FALSE,1914,1914,N,HARLEM,AVE,60707,Census Bureau,41.914784435095,-87.806039242671,17031810900,FALSE,1914,1914,N,HARLEM, 60707
226873,"7453 W FOSTER AVE, CHICAGO IL 60656",FALSE,7453,7453,W,FOSTER,AVE,60656,Census Bureau,41.974305844513,-87.813982090072,17031770901,FALSE,7453,7453,W,FOSTER, 60706
226874,"7459 W FOSTER AVE, CHICAGO IL 60656",FALSE,7459,7459,W,FOSTER,AVE,60656,Census Bureau,41.974305844516,-87.814034091915,17031770901,FALSE,7459,7459,W,FOSTER, 60706
226875,"7461 W FOSTER AVE, CHICAGO IL 60656",FALSE,7461,7461,W,FOSTER,AVE,60656,Census Bureau,41.974305844517,-87.814051425863,17031770901,FALSE,7461,7461,W,FOSTER, 60706
226876,"7509 W FOSTER AVE, CHICAGO IL 60656",FALSE,7509,7509,W,FOSTER,AVE,60656,Census Bureau,41.97428239526,-87.814921844201,17031770901,FALSE,7509,7509,W,FOSTER, 60706
226877,"7523 W FOSTER AVE, CHICAGO IL 60656",FALSE,7523,7523,W,FOSTER,AVE,60656,Census Bureau,41.974263712152,-87.815604444918,17031770901,FALSE,7523,7523,W,FOSTER, 60706
226878,"7525 W FOSTER AVE, CHICAGO IL 60656",FALSE,7525,7525,W,FOSTER,AVE,60656,Census Bureau,41.974258064762,-87.815758323601,17031770901,FALSE,7525,7525,W,FOSTER, 60706
226879,"7751 W FOSTER AVE, CHICAGO IL 60656",FALSE,7751,7751,W,FOSTER,AVE,60656,Census Bureau,41.974134242732,-87.8206472816,17031770901,FALSE,7751,7751,W,FOSTER, 60706
226880,"6765 N IONIA AVE, CHICAGO IL 60646",FALSE,6765,6765,N,IONIA,AVE,60646,Census Bureau,42.003670403275,-87.766380647439,17031807800,FALSE,6765,6765,N,IONIA, 60646
226881,"6773 N IONIA AVE, CHICAGO IL 60646",FALSE,6773,6773,N,IONIA,AVE,60646,Census Bureau,42.003819809792,-87.766704361466,17031807800,FALSE,6773,6773,N,IONIA, 60646
226882,"6777 N IONIA AVE, CHICAGO IL 60646",FALSE,6777,6777,N,IONIA,AVE,60646,Census Bureau,42.003894743648,-87.766863980786,17031807800,FALSE,6777,6777,N,IONIA, 60646
226883,"6783 N IONIA AVE, CHICAGO IL 60646",FALSE,6783,6783,N,IONIA,AVE,60646,Census Bureau,42.004010797296,-87.767103341366,17031807800,FALSE,6783,6783,N,IONIA, 60646
226884,"4702 N NARRAGANSETT AVE, CHICAGO IL 60630",FALSE,4702,4702,N,NARRAGANSETT,AVE,60630,Census Bureau,41.966145463159,-87.786822954271,17031810600,FALSE,4702,4702,N,NARRAGANSETT, 60706
235117,"5064 S MERRIMAC AVE, CHICAGO IL 60638",FALSE,5064,5064,S,MERRIMAC,AVE,60638,Census Bureau,41.800100645887,-87.77846667807,17031820800,FALSE,5064,5064,S,MERRIMAC, 60638
236758,"5058 S LOTUS AVE, CHICAGO IL 60638",FALSE,5058,5058,S,LOTUS,AVE,60638,Census Bureau,41.800843824132,-87.758947310689,17031820800,FALSE,5058,5058,S,LOTUS, 60638
346402,"10142 S CALIFORNIA AVE, CHICAGO IL 60642",FALSE,10142,10142,S,CALIFORNIA,AVE,60642,Census Bureau,41.708798671435,-87.691655290786,17031821900,FALSE,10142,10142,S,CALIFORNIA, 60805
347681,"7411 W FOSTER AVE, CHICAGO IL 60656",FALSE,7411,7411,W,FOSTER,AVE,60656,Census Bureau,41.974334455114,-87.812841832985,17031770901,FALSE,7411,7411,W,FOSTER, 60706
360229,"4722 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4722,4722,S,LARAMIE,AVE,60638,Census Bureau,41.806857758369,-87.752999354599,17031820800,FALSE,4722,4722,S,LARAMIE, 60638
372018,"5038 S LARAMIE AVE, CHICAGO IL 60638",FALSE,5038,5038,S,LARAMIE,AVE,60638,Census Bureau,41.801468708162,-87.752847155932,17031820800,FALSE,5038,5038,S,LARAMIE, 60638
380713,"4726 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4726,4726,S,LARAMIE,AVE,60638,Census Bureau,41.806798060183,-87.752998288566,17031820800,FALSE,4726,4726,S,LARAMIE, 60638
380714,"4900 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4900,4900,S,LARAMIE,AVE,60638,Census Bureau,41.80378129165,-87.752912906067,17031820800,FALSE,4900,4900,S,LARAMIE, 60638
404579,"E 137TH PL & S INDIANA, CHICAGO IL",TRUE,,,,,,,Census Bureau,41.645746185649,-87.617235276842,17031821500,TRUE,,,E,137TH PL & S INDIANA, 60827
411084,"6751 N IONIA AVE, CHICAGO IL 60646",FALSE,6751,6751,N,IONIA,AVE,60646,Census Bureau,42.003404875858,-87.765813040336,17031807800,FALSE,6751,6751,N,IONIA, 60646
411110,"4832 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4832,4832,S,LARAMIE,AVE,60638,Census Bureau,41.805049723819,-87.752944767826,17031820800,FALSE,4832,4832,S,LARAMIE, 60638
411111,"4834 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4834,4834,S,LARAMIE,AVE,60638,Census Bureau,41.805014774703,-87.752943908426,17031820800,FALSE,4834,4834,S,LARAMIE, 60638
411112,"4840 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4840,4840,S,LARAMIE,AVE,60638,Census Bureau,41.804909927355,-87.752941330223,17031820800,FALSE,4840,4840,S,LARAMIE, 60638
411113,"4848 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4848,4848,S,LARAMIE,AVE,60638,Census Bureau,41.80477013089,-87.752937892619,17031820800,FALSE,4848,4848,S,LARAMIE, 60638
411114,"4850 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4850,4850,S,LARAMIE,AVE,60638,Census Bureau,41.804735181774,-87.752937033218,17031820800,FALSE,4850,4850,S,LARAMIE, 60638
411115,"5340 W 51ST ST, CHICAGO IL 60638",FALSE,5340,5340,W,51ST,ST,60638,Census Bureau,41.800178182091,-87.757108975124,17031820800,FALSE,5340,5340,W,51ST, 60638
413260,"7511 W FOSTER AVE, CHICAGO IL 60656",FALSE,7511,7511,W,FOSTER,AVE,60656,Census Bureau,41.974280012162,-87.815019551468,17031770901,FALSE,7511,7511,W,FOSTER, 60706
413261,"6781 N IONIA AVE, CHICAGO IL 60646",FALSE,6781,6781,N,IONIA,AVE,60646,Census Bureau,42.003972112747,-87.767023554506,17031807800,FALSE,6781,6781,N,IONIA, 60646
413304,"4836 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4836,4836,S,LARAMIE,AVE,60638,Census Bureau,41.804979825587,-87.752943049025,17031820800,FALSE,4836,4836,S,LARAMIE, 60638
413305,"4838 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4838,4838,S,LARAMIE,AVE,60638,Census Bureau,41.804944876471,-87.752942189624,17031820800,FALSE,4838,4838,S,LARAMIE, 60638
413306,"4842 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4842,4842,S,LARAMIE,AVE,60638,Census Bureau,41.804874978239,-87.752940470822,17031820800,FALSE,4842,4842,S,LARAMIE, 60638
413307,"4844 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4844,4844,S,LARAMIE,AVE,60638,Census Bureau,41.804840029123,-87.752939611421,17031820800,FALSE,4844,4844,S,LARAMIE, 60638
413308,"4854 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4854,4854,S,LARAMIE,AVE,60638,Census Bureau,41.804665283542,-87.752935314416,17031820800,FALSE,4854,4854,S,LARAMIE, 60638
413309,"4856 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4856,4856,S,LARAMIE,AVE,60638,Census Bureau,41.804630334426,-87.752934455015,17031820800,FALSE,4856,4856,S,LARAMIE, 60638
413310,"4858 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4858,4858,S,LARAMIE,AVE,60638,Census Bureau,41.80459538531,-87.752933595615,17031820800,FALSE,4858,4858,S,LARAMIE, 60638
414334,"6200 W 51ST ST, CHICAGO IL 60638",FALSE,6200,6200,W,51ST,ST,60638,Census Bureau,41.799801599744,-87.777842681286,17031820800,FALSE,6200,6200,W,51ST, 60638
414394,"5800 W 51ST ST, CHICAGO IL 60638",FALSE,5800,5800,W,51ST,ST,60638,Census Bureau,41.800042603567,-87.767476228622,17031820800,FALSE,5800,5800,W,51ST, 60638
414395,"5800 W 51ST ST, CHICAGO IL 60638",FALSE,5800,5800,W,51ST,ST,60638,Census Bureau,41.800042603567,-87.767476228622,17031820800,FALSE,5800,5800,W,51ST, 60638
414396,"6050 W 51ST ST, CHICAGO IL 60638",FALSE,6050,6050,W,51ST,ST,60638,Census Bureau,41.79987640264,-87.774388939591,17031820800,FALSE,6050,6050,W,51ST, 60638
414397,"6200 W 51ST ST, CHICAGO IL 60638",FALSE,6200,6200,W,51ST,ST,60638,Census Bureau,41.799801599744,-87.777842681286,17031820800,FALSE,6200,6200,W,51ST, 60638
414402,"W 125TH ST & S HALSTED, CHICAGO IL 60628",TRUE,,,,,,60628,Census Bureau,41.666896183343,-87.641548767616,17031821402,TRUE,,,W,125TH ST & S HALSTED, 60628
414603,"5064 S MERRIMAC AVE, CHICAGO IL 60638",FALSE,5064,5064,S,MERRIMAC,AVE,60638,Census Bureau,41.800100645887,-87.77846667807,17031820800,FALSE,5064,5064,S,MERRIMAC, 60638
414604,"5064 S MERRIMAC AVE, CHICAGO IL 60638",FALSE,5064,5064,S,MERRIMAC,AVE,60638,Census Bureau,41.800100645887,-87.77846667807,17031820800,FALSE,5064,5064,S,MERRIMAC, 60638
415312,"4808 S CENTRAL AVE, CHICAGO IL 60638",FALSE,4808,4808,S,CENTRAL,AVE,60638,Census Bureau,41.805328462719,-87.762772551602,17031820800,FALSE,4808,4808,S,CENTRAL, 60638
415313,"5063 S MERRIMAC AVE, CHICAGO IL",FALSE,5063,5063,S,MERRIMAC,AVE,,Census Bureau,41.800230577835,-87.778316352658,17031820800,FALSE,5063,5063,S,MERRIMAC, 60638
418935,"W MAIN ST & S 23RD AVE, CHICAGO IL 60160",TRUE,,,,,,60160,Census Bureau,41.891464157016,-87.861454680678,17031816401,TRUE,,,,, 60160
418936,"W MAIN ST & S 23RD AVE, CHICAGO IL 60160",TRUE,,,,,,60160,Census Bureau,41.891464157016,-87.861454680678,17031816401,TRUE,,,,, 60160
418969,"E 137TH PL & S INDIANA, CHICAGO IL",TRUE,,,,,,,Census Bureau,41.645746185649,-87.617235276842,17031821500,TRUE,,,E,137TH PL & S INDIANA, 60827
419042,"W 119TH ST & WESTERN, CHICAGO IL 60643",TRUE,,,,,,60643,Census Bureau,41.677255183721,-87.680694255088,17031821200,TRUE,,,W,119TH ST & S WESTERN, 60643
419043,"W 119TH ST & WESTERN, CHICAGO IL 60643",TRUE,,,,,,60643,Census Bureau,41.677255183721,-87.680694255088,17031821200,TRUE,,,W,119TH ST & S WESTERN, 60643
419048,"W 87TH ST & CENTRAL, CHICAGO IL 60459",TRUE,,,,,,60459,Census Bureau,41.73418917835,-87.760560225995,17031821101,TRUE,,,W,87TH ST & CENTRAL, 60459
419057,"3025 W 113TH ST, CHICAGO IL 60655",FALSE,3025,3025,W,113TH,ST,60655,Census Bureau,41.687925887073,-87.69675108576,17031823304,FALSE,3025,3025,W,113TH, 60803
419058,"3025 W 113TH ST, CHICAGO IL 60655",FALSE,3025,3025,W,113TH,ST,60655,Census Bureau,41.687925887073,-87.69675108576,17031823304,FALSE,3025,3025,W,113TH, 60803
419076,"4031 W 115TH ST, CHICAGO IL 60803",FALSE,4031,4031,W,115TH,ST,60803,Census Bureau,41.683897482538,-87.720699925914,17031823303,FALSE,4031,4031,W,115TH, 60803
419083,"12620 S HALSTED, CHICAGO IL 60827",FALSE,12620,12620,S,HALSTED,,60827,Census Bureau,41.664816220978,-87.641556307327,17031821402,FALSE,12620,12620,S,HALSTED, 60827
420258,"7800 W IRVING PARK RD, CHICAGO IL 60634",FALSE,7800,7800,W,IRVING PARK,RD,60634,Census Bureau,41.952465012703,-87.822058752585,17031810501,FALSE,7800,7800,W,IRVING PARK, 60706
420259,"7800 W IRVING PARK RD, CHICAGO IL 60634",FALSE,7800,7800,W,IRVING PARK,RD,60634,Census Bureau,41.952465012703,-87.822058752585,17031810501,FALSE,7800,7800,W,IRVING PARK, 60706
421585,"W BRYN MAWR & RIVER RD, CHICAGO IL 60018",TRUE,,,,,,60018,Census Bureau,41.980582141832,-87.861981171569,17031770700,TRUE,,,,, 60018
421586,"W BRYN MAWR & RIVER RD, CHICAGO IL 60018",TRUE,,,,,,60018,Census Bureau,41.980582141832,-87.861981171569,17031770700,TRUE,,,,, 60018
423224,"5656 W 51ST ST, CHICAGO IL 60638",FALSE,5656,5656,W,51ST,ST,60638,Census Bureau,41.800091247751,-87.764681984017,17031820800,FALSE,5656,5656,W,51ST, 60638
424476,"4908 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4908,4908,S,LARAMIE,AVE,60638,Census Bureau,41.803641520078,-87.752907664648,17031820800,FALSE,4908,4908,S,LARAMIE, 60638
424477,"4846 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4846,4846,S,LARAMIE,AVE,60638,Census Bureau,41.804805080007,-87.75293875202,17031820800,FALSE,4846,4846,S,LARAMIE, 60638
424478,"4806 S LARAMIE AVE, CHICAGO IL 60638",FALSE,4806,4806,S,LARAMIE,AVE,60638,Census Bureau,41.805503467369,-87.752958477174,17031820800,FALSE,4806,4806,S,LARAMIE, 60638
424705,"7125 W 65TH ST, CHICAGO IL 60638",FALSE,7125,7125,W,65TH,ST,60638,Census Bureau,41.773674352784,-87.798971898793,17031820901,FALSE,7125,7125,W,65TH, 60638
